ticker,period,quarter,horizon,actual,predicted,consensus,error,abs_error,pct_error,method,direction_correct,bias
SPSC,2024-03-31,Q1,Q+2,149576000,145261557,146560000,-4314443,4314443,2.88,stl_decomposition,False,under
SPSC,2024-06-30,Q2,Q+1,153596000,154074698,151920000,478698,478698,0.31,beat_adjusted,True,over
SPSC,2024-06-30,Q2,Q+2,153596000,152404019,151920000,-1191981,1191981,0.78,stl_decomposition,False,under
SPSC,2024-09-30,Q3,Q+1,163686000,171633616,169290000,7947616,7947616,4.86,beat_adjusted,False,over
SPSC,2024-09-30,Q3,Q+2,163686000,157914181,169290000,-5771819,5771819,3.53,stl_decomposition,True,under
SPSC,2024-12-31,Q4,Q+1,170907000,170568444,169291510,-338556,338556,0.2,beat_adjusted,False,under
SPSC,2024-12-31,Q4,Q+2,170907000,167159879,169291510,-3747121,3747121,2.19,stl_decomposition,False,under
SPSC,2025-03-31,Q1,Q+1,181549000,180353707,179020090,-1195293,1195293,0.66,beat_adjusted,False,under
SPSC,2025-03-31,Q1,Q+2,181549000,173197179,179020090,-8351821,8351821,4.6,stl_decomposition,False,under
SPSC,2025-06-30,Q2,Q+1,187400000,187180768,185825850,-219232,219232,0.12,beat_adjusted,False,under
SPSC,2025-06-30,Q2,Q+2,187400000,177519080,185825850,-9880920,9880920,5.27,stl_decomposition,False,under
SPSC,2025-09-30,Q3,Q+1,189904000,194918612,193601820,5014612,5014612,2.64,beat_adjusted,False,over
SPSC,2025-09-30,Q3,Q+2,189904000,189172748,193601820,-731252,731252,0.39,stl_decomposition,True,under
SPSC,2025-12-31,Q4,Q+1,192652000,194228228,193597100,1576228,1576228,0.82,beat_adjusted,False,over
SPSC,2025-12-31,Q4,Q+2,192652000,202338721,193597100,9686721,9686721,5.03,stl_decomposition,False,over
TEAM,2020-03-31,Q1,Q+1,411582000,435362294,345728880,23780294,23780294,5.78,beat_adjusted,True,over
TEAM,2020-06-30,Q2,Q+1,430476000,457500327,361599840,27024327,27024327,6.28,beat_adjusted,True,over
TEAM,2020-06-30,Q2,Q+2,430476000,428436432,361599840,-2039568,2039568,0.47,stl_decomposition,False,under
TEAM,2020-09-30,Q3,Q+1,459506000,508465271,413555400,48959271,48959271,10.65,beat_adjusted,True,over
TEAM,2020-09-30,Q3,Q+2,459506000,461883466,413555400,2377466,2377466,0.52,stl_decomposition,True,over
TEAM,2020-12-31,Q4,Q+1,501359000,572811105,471470000,71452105,71452105,14.25,beat_adjusted,True,over
TEAM,2020-12-31,Q4,Q+2,501359000,507721475,471470000,6362475,6362475,1.27,stl_decomposition,True,over
TEAM,2021-03-31,Q1,Q+1,568728000,552782071,485379929,-15945929,15945929,2.8,beat_adjusted,False,under
TEAM,2021-03-31,Q1,Q+2,568728000,509522014,485379929,-59205986,59205986,10.41,stl_decomposition,False,under
TEAM,2021-06-30,Q2,Q+1,559539000,634615120,559539000,75076120,75076120,13.42,beat_adjusted,True,over
TEAM,2021-06-30,Q2,Q+2,559539000,528306722,559539000,-31232278,31232278,5.58,stl_decomposition,False,under
TEAM,2021-09-30,Q3,Q+1,614024000,700926350,645090000,86902350,86902350,14.15,beat_adjusted,False,over
TEAM,2021-09-30,Q3,Q+2,614024000,558695171,645090000,-55328829,55328829,9.01,stl_decomposition,True,under
TEAM,2021-12-31,Q4,Q+1,688526000,671264621,641291476,-17261379,17261379,2.51,beat_adjusted,False,under
TEAM,2021-12-31,Q4,Q+2,688526000,611192641,641291476,-77333359,77333359,11.23,stl_decomposition,False,under
TEAM,2022-03-31,Q1,Q+1,740491000,766649422,700722498,26158422,26158422,3.53,beat_adjusted,True,over
TEAM,2022-03-31,Q1,Q+2,740491000,704019914,700722498,-36471086,36471086,4.93,stl_decomposition,False,under
TEAM,2022-06-30,Q2,Q+1,759841000,738201609,723327950,-21639391,21639391,2.85,beat_adjusted,False,under
TEAM,2022-06-30,Q2,Q+2,759841000,698929719,723327950,-60911281,60911281,8.02,stl_decomposition,False,under
TEAM,2022-09-30,Q3,Q+1,807392000,1167764995,1130260000,360372995,360372995,44.63,beat_adjusted,False,over
TEAM,2022-09-30,Q3,Q+2,807392000,771509511,1130260000,-35882489,35882489,4.44,stl_decomposition,True,under
TEAM,2022-12-31,Q4,Q+1,872704000,858711127,849979200,-13992873,13992873,1.6,beat_adjusted,False,under
TEAM,2022-12-31,Q4,Q+2,872704000,861621882,849979200,-11082118,11082118,1.27,stl_decomposition,False,under
TEAM,2023-03-31,Q1,Q+1,915453000,908149543,903010821,-7303457,7303457,0.8,beat_adjusted,False,under
TEAM,2023-03-31,Q1,Q+2,915453000,928492829,903010821,13039829,13039829,1.42,stl_decomposition,True,over
TEAM,2023-06-30,Q2,Q+1,939098000,901914615,914768647,-37183385,37183385,3.96,beat_adjusted,False,under
TEAM,2023-06-30,Q2,Q+2,939098000,939999933,914768647,901933,901933,0.1,stl_decomposition,True,over
TEAM,2023-09-30,Q3,Q+1,977775000,955926584,966292147,-21848416,21848416,2.23,beat_adjusted,False,under
TEAM,2023-09-30,Q3,Q+2,977775000,995536147,966292147,17761147,17761147,1.82,stl_decomposition,True,over
TEAM,2023-12-31,Q4,Q+1,1060110000,1043620170,1023409405,-16489830,16489830,1.56,beat_adjusted,False,under
TEAM,2023-12-31,Q4,Q+2,1060110000,1056819987,1023409405,-3290013,3290013,0.31,stl_decomposition,False,under
TEAM,2024-03-31,Q1,Q+1,1189128000,1121896150,1097713721,-67231850,67231850,5.65,beat_adjusted,False,under
TEAM,2024-03-31,Q1,Q+2,1189128000,1094362328,1097713721,-94765672,94765672,7.97,stl_decomposition,False,under
TEAM,2024-06-30,Q2,Q+1,1131590000,1174859169,1130319581,43269169,43269169,3.82,beat_adjusted,True,over
TEAM,2024-06-30,Q2,Q+2,1131590000,1121072570,1130319581,-10517430,10517430,0.93,stl_decomposition,False,under
TEAM,2024-09-30,Q3,Q+1,1187781000,1193536041,1155366921,5755041,5755041,0.48,beat_adjusted,True,over
TEAM,2024-09-30,Q3,Q+2,1187781000,1164067959,1155366921,-23713041,23713041,2.0,stl_decomposition,False,under
TEAM,2024-12-31,Q4,Q+1,1286463000,1275020035,1239792702,-11442965,11442965,0.89,beat_adjusted,False,under
TEAM,2024-12-31,Q4,Q+2,1286463000,1247802642,1239792702,-38660358,38660358,3.01,stl_decomposition,False,under
TEAM,2025-03-31,Q1,Q+1,1356716000,1393493026,1353198326,36777026,36777026,2.71,beat_adjusted,True,over
TEAM,2025-03-31,Q1,Q+2,1356716000,1339060991,1353198326,-17655009,17655009,1.3,stl_decomposition,False,under
TEAM,2025-06-30,Q2,Q+1,1384344000,1379719834,1356182498,-4624166,4624166,0.33,beat_adjusted,False,under
TEAM,2025-06-30,Q2,Q+2,1384344000,1351659721,1356182498,-32684279,32684279,2.36,stl_decomposition,False,under
TEAM,2025-09-30,Q3,Q+1,1432553000,1433410540,1402189509,857540,857540,0.06,beat_adjusted,True,over
TEAM,2025-09-30,Q3,Q+2,1432553000,1409078795,1402189509,-23474205,23474205,1.64,stl_decomposition,False,under
TEAM,2025-12-31,Q4,Q+1,1586315000,1589411237,1557230000,3096237,3096237,0.2,beat_adjusted,True,over
TEAM,2025-12-31,Q4,Q+2,1586315000,1514532526,1557230000,-71782474,71782474,4.53,stl_decomposition,False,under
TENB,2020-12-31,Q4,Q+1,118082000,110460959,109594852,-7621041,7621041,6.45,beat_adjusted,False,under
TENB,2021-03-31,Q1,Q+1,123189000,119203503,114334790,-3985497,3985497,3.24,beat_adjusted,False,under
TENB,2021-03-31,Q1,Q+2,123189000,124224519,114334790,1035519,1035519,0.84,stl_decomposition,True,over
TENB,2021-06-30,Q2,Q+1,130259000,146166914,134470000,15907914,15907914,12.21,beat_adjusted,False,over
TENB,2021-06-30,Q2,Q+2,130259000,128504730,134470000,-1754270,1754270,1.35,stl_decomposition,True,under
TENB,2021-09-30,Q3,Q+1,138664000,150454227,134480000,11790227,11790227,8.5,beat_adjusted,True,over
TENB,2021-09-30,Q3,Q+2,138664000,133091541,134480000,-5572459,5572459,4.02,stl_decomposition,False,under
TENB,2021-12-31,Q4,Q+1,149018000,150126688,144537457,1108688,1108688,0.74,beat_adjusted,True,over
TENB,2021-12-31,Q4,Q+2,149018000,139826808,144537457,-9191192,9191192,6.17,stl_decomposition,False,under
TENB,2022-03-31,Q1,Q+1,159368000,157648726,153495253,-1719274,1719274,1.08,beat_adjusted,False,under
TENB,2022-03-31,Q1,Q+2,159368000,146244480,153495253,-13123520,13123520,8.23,stl_decomposition,False,under
TENB,2022-06-30,Q2,Q+1,164341000,166109986,163290923,1768986,1768986,1.08,beat_adjusted,True,over
TENB,2022-06-30,Q2,Q+2,164341000,154116456,163290923,-10224544,10224544,6.22,stl_decomposition,False,under
TENB,2022-09-30,Q3,Q+1,174851000,174732739,170188599,-118261,118261,0.07,beat_adjusted,False,under
TENB,2022-09-30,Q3,Q+2,174851000,166583574,170188599,-8267426,8267426,4.73,stl_decomposition,False,under
TENB,2022-12-31,Q4,Q+1,184631000,186049174,181374893,1418174,1418174,0.77,beat_adjusted,True,over
TENB,2022-12-31,Q4,Q+2,184631000,179991112,181374893,-4639888,4639888,2.51,stl_decomposition,False,under
TENB,2023-03-31,Q1,Q+1,188839000,191301335,187090000,2462335,2462335,1.3,beat_adjusted,True,over
TENB,2023-03-31,Q1,Q+2,188839000,190861812,187090000,2022812,2022812,1.07,stl_decomposition,True,over
TENB,2023-06-30,Q2,Q+1,195036000,193096436,190190000,-1939564,1939564,0.99,beat_adjusted,False,under
TENB,2023-06-30,Q2,Q+2,195036000,200350639,190190000,5314639,5314639,2.72,stl_decomposition,True,over
TENB,2023-09-30,Q3,Q+1,201529000,202366533,198390000,837533,837533,0.42,beat_adjusted,True,over
TENB,2023-09-30,Q3,Q+2,201529000,209863509,198390000,8334509,8334509,4.14,stl_decomposition,True,over
TENB,2023-12-31,Q4,Q+1,213306000,210011113,206470000,-3294887,3294887,1.54,beat_adjusted,False,under
TENB,2023-12-31,Q4,Q+2,213306000,216909715,206470000,3603715,3603715,1.69,stl_decomposition,True,over
TENB,2024-03-31,Q1,Q+1,215961000,218026352,213554545,2065352,2065352,0.96,beat_adjusted,True,over
TENB,2024-03-31,Q1,Q+2,215961000,219839786,213554545,3878786,3878786,1.8,stl_decomposition,True,over
TENB,2024-06-30,Q2,Q+1,221241000,222448556,218440000,1207556,1207556,0.55,beat_adjusted,True,over
TENB,2024-06-30,Q2,Q+2,221241000,226460366,218440000,5219366,5219366,2.36,stl_decomposition,True,over
TENB,2024-09-30,Q3,Q+1,227088000,235902613,231470000,8814613,8814613,3.88,beat_adjusted,False,over
TENB,2024-09-30,Q3,Q+2,227088000,232142212,231470000,5054212,5054212,2.23,stl_decomposition,False,over
TENB,2024-12-31,Q4,Q+1,235731000,235124258,232024640,-606742,606742,0.26,beat_adjusted,False,under
TENB,2024-12-31,Q4,Q+2,235731000,240228668,232024640,4497668,4497668,1.91,stl_decomposition,True,over
TENB,2025-03-31,Q1,Q+1,239137000,237097530,234029010,-2039470,2039470,0.85,beat_adjusted,False,under
TENB,2025-03-31,Q1,Q+2,239137000,242480653,234029010,3343653,3343653,1.4,stl_decomposition,True,over
TENB,2025-06-30,Q2,Q+1,247295000,248717430,245121150,1422430,1422430,0.58,beat_adjusted,True,over
TENB,2025-06-30,Q2,Q+2,247295000,247390953,245121150,95953,95953,0.04,stl_decomposition,True,over
TENB,2025-09-30,Q3,Q+1,252440000,254962021,251790710,2522021,2522021,1.0,beat_adjusted,True,over
TENB,2025-09-30,Q3,Q+2,252440000,252886546,251790710,446546,446546,0.18,stl_decomposition,True,over
TENB,2025-12-31,Q4,Q+1,260533000,254855485,251755900,-5677515,5677515,2.18,beat_adjusted,False,under
TENB,2025-12-31,Q4,Q+2,260533000,261662151,251755900,1129151,1129151,0.43,stl_decomposition,True,over
TOST,2024-03-31,Q1,Q+1,1075000000,1056757809,1043646546,-18242191,18242191,1.7,beat_adjusted,False,under
TOST,2024-06-30,Q2,Q+1,1242000000,1243360003,1221121457,1360003,1360003,0.11,beat_adjusted,True,over
TOST,2024-06-30,Q2,Q+2,1242000000,1240498226,1221121457,-1501774,1501774,0.12,stl_decomposition,False,under
TOST,2024-09-30,Q3,Q+1,1305000000,1309471481,1292760757,4471481,4471481,0.34,beat_adjusted,True,over
TOST,2024-09-30,Q3,Q+2,1305000000,1300816059,1292760757,-4183941,4183941,0.32,stl_decomposition,False,under
TOST,2024-12-31,Q4,Q+1,1338000000,1333207333,1313860581,-4792667,4792667,0.36,beat_adjusted,False,under
TOST,2024-12-31,Q4,Q+2,1338000000,1296741153,1313860581,-41258847,41258847,3.08,stl_decomposition,False,under
TOST,2025-03-31,Q1,Q+1,1337000000,1369000555,1343810665,32000555,32000555,2.39,beat_adjusted,False,over
TOST,2025-03-31,Q1,Q+2,1337000000,1342115368,1343810665,5115368,5115368,0.38,stl_decomposition,False,over
TOST,2025-06-30,Q2,Q+1,1550000000,1540189482,1524989120,-9810518,9810518,0.63,beat_adjusted,False,under
TOST,2025-06-30,Q2,Q+2,1550000000,1527043188,1524989120,-22956812,22956812,1.48,stl_decomposition,False,under
TOST,2025-09-30,Q3,Q+1,1633000000,1602135466,1586597545,-30864534,30864534,1.89,beat_adjusted,False,under
TOST,2025-09-30,Q3,Q+2,1633000000,1571080234,1586597545,-61919766,61919766,3.79,stl_decomposition,False,under
TOST,2025-12-31,Q4,Q+1,1633000000,1642274013,1618432000,9274013,9274013,0.57,beat_adjusted,True,over
TOST,2025-12-31,Q4,Q+2,1633000000,1618429162,1618432000,-14570838,14570838,0.89,stl_decomposition,False,under
TTD,2020-03-31,Q1,Q+1,160660000,162955307,127810765,2295307,2295307,1.43,beat_adjusted,True,over
TTD,2020-06-30,Q2,Q+1,139355000,33420916,25750380,-105934084,105934084,76.02,beat_adjusted,False,under
TTD,2020-06-30,Q2,Q+2,139355000,207328288,25750380,67973288,67973288,48.78,stl_decomposition,True,over
TTD,2020-09-30,Q3,Q+1,216113000,131994932,73172118,-84118068,84118068,38.92,beat_adjusted,False,under
TTD,2020-09-30,Q3,Q+2,216113000,211568181,73172118,-4544819,4544819,2.1,stl_decomposition,False,under
TTD,2020-12-31,Q4,Q+1,319905000,482256200,239858934,162351200,162351200,50.75,beat_adjusted,True,over
TTD,2020-12-31,Q4,Q+2,319905000,261050174,239858934,-58854826,58854826,18.4,stl_decomposition,False,under
TTD,2021-03-31,Q1,Q+1,219811000,414766763,206661587,194955763,194955763,88.69,beat_adjusted,True,over
TTD,2021-03-31,Q1,Q+2,219811000,212329902,206661587,-7481098,7481098,3.4,stl_decomposition,False,under
TTD,2021-06-30,Q2,Q+1,279967000,552561623,279967000,272594623,272594623,97.37,beat_adjusted,True,over
TTD,2021-06-30,Q2,Q+2,279967000,262142428,279967000,-17824572,17824572,6.37,stl_decomposition,False,under
TTD,2021-09-30,Q3,Q+1,301091000,450147366,283520000,149056366,149056366,49.51,beat_adjusted,True,over
TTD,2021-09-30,Q3,Q+2,301091000,272596257,283520000,-28494743,28494743,9.46,stl_decomposition,False,under
TTD,2021-12-31,Q4,Q+1,395598000,433958098,389259118,38360098,38360098,9.7,beat_adjusted,True,over
TTD,2021-12-31,Q4,Q+2,395598000,381421172,389259118,-14176828,14176828,3.58,stl_decomposition,False,under
TTD,2022-03-31,Q1,Q+1,315323000,315473202,304666182,150202,150202,0.05,beat_adjusted,True,over
TTD,2022-03-31,Q1,Q+2,315323000,289413097,304666182,-25909903,25909903,8.22,stl_decomposition,False,under
TTD,2022-06-30,Q2,Q+1,376962000,375217221,364887474,-1744779,1744779,0.46,beat_adjusted,False,under
TTD,2022-06-30,Q2,Q+2,376962000,358289982,364887474,-18672018,18672018,4.95,stl_decomposition,False,under
TTD,2022-09-30,Q3,Q+1,394773000,400319278,386191550,5546278,5546278,1.4,beat_adjusted,True,over
TTD,2022-09-30,Q3,Q+2,394773000,390999791,386191550,-3773209,3773209,0.96,stl_decomposition,False,under
TTD,2022-12-31,Q4,Q+1,490737000,503536928,490469000,12799928,12799928,2.61,beat_adjusted,True,over
TTD,2022-12-31,Q4,Q+2,490737000,493207004,490469000,2470004,2470004,0.5,stl_decomposition,True,over
TTD,2023-03-31,Q1,Q+1,382803000,372787739,364510000,-10015261,10015261,2.62,beat_adjusted,False,under
TTD,2023-03-31,Q1,Q+2,382803000,412449591,364510000,29646591,29646591,7.74,stl_decomposition,True,over
TTD,2023-06-30,Q2,Q+1,464254000,467062437,455000000,2808437,2808437,0.6,beat_adjusted,True,over
TTD,2023-06-30,Q2,Q+2,464254000,468148656,455000000,3894656,3894656,0.84,stl_decomposition,True,over
TTD,2023-09-30,Q3,Q+1,493266000,501154255,486580000,7888255,7888255,1.6,beat_adjusted,True,over
TTD,2023-09-30,Q3,Q+2,493266000,482078433,486580000,-11187567,11187567,2.27,stl_decomposition,False,under
TTD,2023-12-31,Q4,Q+1,605797000,595997861,582072801,-9799139,9799139,1.62,beat_adjusted,False,under
TTD,2023-12-31,Q4,Q+2,605797000,579394696,582072801,-26402304,26402304,4.36,stl_decomposition,False,under
TTD,2024-03-31,Q1,Q+1,491253000,493090642,480135420,1837642,1837642,0.37,beat_adjusted,True,over
TTD,2024-03-31,Q1,Q+2,491253000,477083727,480135420,-14169273,14169273,2.88,stl_decomposition,False,under
TTD,2024-06-30,Q2,Q+1,584550000,592190265,578029625,7640265,7640265,1.31,beat_adjusted,True,over
TTD,2024-06-30,Q2,Q+2,584550000,561302342,578029625,-23247658,23247658,3.98,stl_decomposition,False,under
TTD,2024-09-30,Q3,Q+1,628016000,633949255,620160851,5933255,5933255,0.94,beat_adjusted,True,over
TTD,2024-09-30,Q3,Q+2,628016000,592070283,620160851,-35945717,35945717,5.72,stl_decomposition,False,under
TTD,2024-12-31,Q4,Q+1,741012000,775608742,758938677,34596742,34596742,4.67,beat_adjusted,False,over
TTD,2024-12-31,Q4,Q+2,741012000,711058745,758938677,-29953255,29953255,4.04,stl_decomposition,True,under
TTD,2025-03-31,Q1,Q+1,616021000,578688955,575311727,-37332045,37332045,6.06,beat_adjusted,False,under
TTD,2025-03-31,Q1,Q+2,616021000,615005344,575311727,-1015656,1015656,0.16,stl_decomposition,False,under
TTD,2025-06-30,Q2,Q+1,694039000,699954611,685467361,5915611,5915611,0.85,beat_adjusted,True,over
TTD,2025-06-30,Q2,Q+2,694039000,711336432,685467361,17297432,17297432,2.49,stl_decomposition,True,over
TTD,2025-09-30,Q3,Q+1,739433000,733534957,719042199,-5898043,5898043,0.8,beat_adjusted,False,under
TTD,2025-09-30,Q3,Q+2,739433000,757064992,719042199,17631992,17631992,2.38,stl_decomposition,True,over
TTD,2025-12-31,Q4,Q+1,846791000,859114228,840634700,12323228,12323228,1.46,beat_adjusted,True,over
TTD,2025-12-31,Q4,Q+2,846791000,873418370,840634700,26627370,26627370,3.14,stl_decomposition,True,over
VEEV,2020-04-30,Q2,Q+1,337106000,324619924,296244666,-12486076,12486076,3.7,beat_adjusted,False,under
VEEV,2020-07-31,Q3,Q+1,353683000,352792234,314384888,-890766,890766,0.25,beat_adjusted,False,under
VEEV,2020-07-31,Q3,Q+2,353683000,319385512,314384888,-34297488,34297488,9.7,stl_decomposition,False,under
VEEV,2020-10-31,Q4,Q+1,377519000,360451470,322001500,-17067530,17067530,4.52,beat_adjusted,False,under
VEEV,2020-10-31,Q4,Q+2,377519000,339070515,322001500,-38448485,38448485,10.18,stl_decomposition,False,under
VEEV,2021-01-31,Q1,Q+1,396761000,425072310,380230000,28311310,28311310,7.14,beat_adjusted,True,over
VEEV,2021-01-31,Q1,Q+2,396761000,397903585,380230000,1142585,1142585,0.29,stl_decomposition,True,over
VEEV,2021-04-30,Q2,Q+1,433573000,454108672,409940000,20535672,20535672,4.74,beat_adjusted,True,over
VEEV,2021-04-30,Q2,Q+2,433573000,417412534,409940000,-16160466,16160466,3.73,stl_decomposition,False,under
VEEV,2021-07-31,Q3,Q+1,455594000,468194581,425221066,12600581,12600581,2.77,beat_adjusted,True,over
VEEV,2021-07-31,Q3,Q+2,455594000,438999352,425221066,-16594648,16594648,3.64,stl_decomposition,False,under
VEEV,2021-10-31,Q4,Q+1,476111000,525798635,480320000,49687635,49687635,10.44,beat_adjusted,False,over
VEEV,2021-10-31,Q4,Q+2,476111000,463739823,480320000,-12371177,12371177,2.6,stl_decomposition,True,under
VEEV,2022-01-31,Q1,Q+1,485499000,499963552,480296390,14464552,14464552,2.98,beat_adjusted,True,over
VEEV,2022-01-31,Q1,Q+2,485499000,489439751,480296390,3940751,3940751,0.81,stl_decomposition,True,over
VEEV,2022-04-30,Q2,Q+1,505102000,512197789,495937529,7095789,7095789,1.4,beat_adjusted,True,over
VEEV,2022-04-30,Q2,Q+2,505102000,523705605,495937529,18603605,18603605,3.68,stl_decomposition,True,over
VEEV,2022-07-31,Q3,Q+1,534218000,542910457,530707264,8692457,8692457,1.63,beat_adjusted,True,over
VEEV,2022-07-31,Q3,Q+2,534218000,547063034,530707264,12845034,12845034,2.4,stl_decomposition,True,over
VEEV,2022-10-31,Q4,Q+1,552351000,549724137,546016215,-2626863,2626863,0.48,beat_adjusted,False,under
VEEV,2022-10-31,Q4,Q+2,552351000,561175729,546016215,8824729,8824729,1.6,stl_decomposition,True,over
VEEV,2023-01-31,Q1,Q+1,563389000,559184301,552618066,-4204699,4204699,0.75,beat_adjusted,False,under
VEEV,2023-01-31,Q1,Q+2,563389000,564294376,552618066,905376,905376,0.16,stl_decomposition,True,over
VEEV,2023-04-30,Q2,Q+1,526325000,523055435,515810000,-3269565,3269565,0.62,beat_adjusted,False,under
VEEV,2023-04-30,Q2,Q+2,526325000,586138928,515810000,59813928,59813928,11.36,stl_decomposition,True,over
VEEV,2023-07-31,Q3,Q+1,590225000,595636772,587110000,5411772,5411772,0.92,beat_adjusted,True,over
VEEV,2023-07-31,Q3,Q+2,590225000,612673652,587110000,22448652,22448652,3.8,stl_decomposition,True,over
VEEV,2023-10-31,Q4,Q+1,616505000,624562123,615820000,8057123,8057123,1.31,beat_adjusted,True,over
VEEV,2023-10-31,Q4,Q+2,616505000,630595449,615820000,14090449,14090449,2.29,stl_decomposition,True,over
VEEV,2024-01-31,Q1,Q+1,630618000,628392467,621108239,-2225533,2225533,0.35,beat_adjusted,False,under
VEEV,2024-01-31,Q1,Q+2,630618000,625905558,621108239,-4712442,4712442,0.75,stl_decomposition,False,under
VEEV,2024-04-30,Q2,Q+1,650345000,649939625,642050335,-405375,405375,0.06,beat_adjusted,False,under
VEEV,2024-04-30,Q2,Q+2,650345000,637246215,642050335,-13098785,13098785,2.01,stl_decomposition,False,under
VEEV,2024-07-31,Q3,Q+1,676181000,673614857,667830118,-2566143,2566143,0.38,beat_adjusted,False,under
VEEV,2024-07-31,Q3,Q+2,676181000,658954724,667830118,-17226276,17226276,2.55,stl_decomposition,False,under
VEEV,2024-10-31,Q4,Q+1,699207000,691535305,684375570,-7671695,7671695,1.1,beat_adjusted,False,under
VEEV,2024-10-31,Q4,Q+2,699207000,686461885,684375570,-12745115,12745115,1.82,stl_decomposition,False,under
VEEV,2025-01-31,Q1,Q+1,720886000,710142988,699233897,-10743012,10743012,1.49,beat_adjusted,False,under
VEEV,2025-01-31,Q1,Q+2,720886000,698664545,699233897,-22221455,22221455,3.08,stl_decomposition,False,under
VEEV,2025-04-30,Q2,Q+2,759043000,730559276,,-28483724,28483724,3.75,stl_decomposition,False,under
VEEV,2025-07-31,Q3,Q+1,789081000,783441403,768445107,-5639597,5639597,0.71,beat_adjusted,False,under
VEEV,2025-10-31,Q4,Q+1,811236000,811024842,792791522,-211158,211158,0.03,beat_adjusted,False,under
VEEV,2025-10-31,Q4,Q+2,811236000,791642307,792791522,-19593693,19593693,2.42,stl_decomposition,False,under
VEEV,2026-01-31,Q1,Q+1,835951000,831497099,810671700,-4453901,4453901,0.53,beat_adjusted,False,under
VEEV,2026-01-31,Q1,Q+2,835951000,827382824,810671700,-8568176,8568176,1.02,stl_decomposition,False,under
WDAY,2020-04-30,Q2,Q+1,1018385000,1387062427,1110965454,368677427,368677427,36.2,beat_adjusted,False,over
WDAY,2020-07-31,Q3,Q+1,1061967000,1004995713,834402642,-56971287,56971287,5.36,beat_adjusted,False,under
WDAY,2020-07-31,Q3,Q+2,1061967000,1081085422,834402642,19118422,19118422,1.8,stl_decomposition,True,over
WDAY,2020-10-31,Q4,Q+1,1105960000,962285659,792329552,-143674341,143674341,12.99,beat_adjusted,False,under
WDAY,2020-10-31,Q4,Q+2,1105960000,1129830190,792329552,23870190,23870190,2.16,stl_decomposition,True,over
WDAY,2021-01-31,Q1,Q+1,1131684000,1373813002,1115240000,242129002,242129002,21.4,beat_adjusted,True,over
WDAY,2021-01-31,Q1,Q+2,1131684000,1163260848,1115240000,31576848,31576848,2.79,stl_decomposition,True,over
WDAY,2021-04-30,Q2,Q+1,1175033000,1390187686,1159900000,215154686,215154686,18.31,beat_adjusted,True,over
WDAY,2021-04-30,Q2,Q+2,1175033000,1189627961,1159900000,14594961,14594961,1.24,stl_decomposition,True,over
WDAY,2021-07-31,Q3,Q+1,1260361000,1562804409,1308800000,302443409,302443409,24.0,beat_adjusted,False,over
WDAY,2021-07-31,Q3,Q+2,1260361000,1225591936,1308800000,-34769064,34769064,2.76,stl_decomposition,True,under
WDAY,2021-10-31,Q4,Q+1,1327263000,1435300336,1308800000,108037336,108037336,8.14,beat_adjusted,True,over
WDAY,2021-10-31,Q4,Q+2,1327263000,1265785519,1308800000,-61477481,61477481,4.63,stl_decomposition,False,under
WDAY,2022-01-31,Q1,Q+1,1376343000,1357116440,1355460000,-19226560,19226560,1.4,beat_adjusted,False,under
WDAY,2022-01-31,Q1,Q+2,1376343000,1310011112,1355460000,-66331888,66331888,4.82,stl_decomposition,False,under
WDAY,2022-04-30,Q2,Q+1,1434657000,1427269109,1425291528,-7387891,7387891,0.51,beat_adjusted,False,under
WDAY,2022-04-30,Q2,Q+2,1434657000,1372401913,1425291528,-62255087,62255087,4.34,stl_decomposition,False,under
WDAY,2022-07-31,Q3,Q+1,1535798000,1518312636,1518664180,-17485364,17485364,1.14,beat_adjusted,False,under
WDAY,2022-07-31,Q3,Q+2,1535798000,1458417421,1518664180,-77380579,77380579,5.04,stl_decomposition,False,under
WDAY,2022-10-31,Q4,Q+1,1599103000,1604359554,1585583677,5256554,5256554,0.33,beat_adjusted,True,over
WDAY,2022-10-31,Q4,Q+2,1599103000,1537136479,1585583677,-61966521,61966521,3.88,stl_decomposition,False,under
WDAY,2023-01-31,Q1,Q+1,1646442000,1650287094,1633225578,3845094,3845094,0.23,beat_adjusted,True,over
WDAY,2023-01-31,Q1,Q+2,1646442000,1619225602,1633225578,-27216398,27216398,1.65,stl_decomposition,False,under
WDAY,2023-04-30,Q2,Q+1,1667986000,1681648496,1667280000,13662496,13662496,0.82,beat_adjusted,True,over
WDAY,2023-04-30,Q2,Q+2,1667986000,1704860676,1667280000,36874676,36874676,2.21,stl_decomposition,True,over
WDAY,2023-07-31,Q3,Q+1,1787000000,1786410735,1773850000,-589265,589265,0.03,beat_adjusted,False,under
WDAY,2023-07-31,Q3,Q+2,1787000000,1807169338,1773850000,20169338,20169338,1.13,stl_decomposition,True,over
WDAY,2023-10-31,Q4,Q+1,1866000000,1858054610,1846763810,-7945390,7945390,0.43,beat_adjusted,False,under
WDAY,2023-10-31,Q4,Q+2,1866000000,1854903342,1846763810,-11096658,11096658,0.59,stl_decomposition,False,under
WDAY,2024-01-31,Q1,Q+1,1938014000,1933062156,1916738459,-4951844,4951844,0.26,beat_adjusted,False,under
WDAY,2024-01-31,Q1,Q+2,1938014000,1891125540,1916738459,-46888460,46888460,2.42,stl_decomposition,False,under
